Index;Id;Nazov;Pocet_usekov;Useky_index
0;0;1/1;225;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
1;1;16/1;183;81;82;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;43;44;98;78;23;24;
2;2;16/2;187;81;82;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;83;84;
3;40;3/3a;192;0;1;2;46;47;48;49;50;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;18;19;20;21;22;23;24;
4;41;3/3b;315;0;1;2;46;47;48;49;50;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;97;59;57;60;61;44;98;99;47;48;49;50;51;52;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;68;62;63;70;71;72;73;64;65;69;72;73;64;65;66;35;22;23;24;
5;42;3/4;209;0;1;2;3;4;5;6;7;8;9;10;11;12;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;18;19;20;21;22;23;24;
6;43;3/5;197;0;1;2;46;47;48;49;50;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;85;86;87;88;89;45;33;34;35;31;90;91;92;93;94;95;51;52;16;17;18;19;20;21;22;23;24;
7;54;4/4a;378;0;1;2;3;4;5;6;7;8;9;10;11;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;16;17;18;19;20;96;90;7;8;9;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;79;80;44;98;78;23;24;
8;55;4/4b;362;0;1;67;90;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;79;80;44;98;78;23;24;
9;56;4/5a;348;0;1;67;90;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;79;80;44;98;78;23;24;
10;58;4/6;227;0;1;67;90;7;8;9;10;58;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;60;61;44;98;99;47;48;49;50;51;52;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;79;80;44;98;78;23;24;
11;59;4/7;212;0;1;67;90;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;79;80;44;98;78;23;24;
12;60;4/8a;192;0;1;67;90;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;97;59;57;101;76;77;33;34;35;46;47;48;49;50;51;52;53;54;55;97;12;13;14;15;16;17;18;19;20;21;3;4;5;74;75;100;10;11;12;12;79;80;44;98;78;23;24;
13;67;5/3b;354;0;1;2;46;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;79;80;44;98;78;23;24;
14;68;5/4b;221;0;1;2;46;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;97;59;57;60;61;44;98;99;47;48;49;50;51;52;16;17;18;19;20;96;90;7;8;9;10;11;12;16;17;18;19;20;21;22;23;24;
15;74;6/3b;222;81;82;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;12;79;80;44;98;78;23;24;
16;75;6/4a;230;0;1;67;90;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;60;61;44;98;78;23;24;
17;76;6/4b;274;81;82;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;60;61;44;98;78;23;24;
18;77;7/1;221;0;1;67;90;7;8;9;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;31;32;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;60;61;44;98;78;23;24;
19;78;7/2;204;81;82;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;43;44;98;78;23;24;
